page,ink_ratio,edge_density,symmetry_score,tile_var_mean,tile_var_std,empty_fraction,max_empty,margin_activity,loop_intensity,cluster_intensity,mirror_intensity,gap_intensity,margin_break_intensity
115,0.5997130525516979,0.25,0.09434186667203903,0.232726588845253,0.07442892342805862,0.02040816326530612,0.0049800796812749,0.981984126984127,0.5564078599214555,0.4134940190447701,0.5471709333360195,0.025266281811529394,1.0
116,0.5991320432555493,0.2496063365585278,0.15331050753593445,0.21647734940052032,0.07124204933643341,0.02040816326530612,0.0049800796812749,0.9976095617529881,0.5269427140281269,0.3957891629801856,0.5766552537679672,0.025266281811529394,1.0
117,0.5998031682792639,0.25,0.203774556517601,0.21827249228954315,0.0577668696641922,0.00510204081632653,0.0049800796812749,0.9379814077025233,0.5303904861211777,0.32092705368995667,0.6018872782588005,0.013786689974794698,1.0
118,0.5961677101119333,0.24998577120091064,0.1145239844918251,0.210781991481781,0.062146011739969254,0.01020408163265306,0.0049800796812749,0.9814077025232404,0.5168997588277067,0.34525562077760696,0.5572619922459126,0.017613220587039596,1.0
119,0.5999501992031873,0.25,0.2406914234161377,0.2186097353696823,0.06770148128271103,0.030612244897959183,0.0049800796812749,0.9883134130146083,0.5309975236654282,0.37611934045950574,0.6203457117080688,0.032919343036019184,1.0
120,0.599248245114779,0.2499952570669702,0.2247888594865799,0.22153301537036896,0.0724262148141861,0.01020408163265306,0.0049800796812749,0.896414342629482,0.5362568190534978,0.40236786007881165,0.61239442974329,0.017613220587039596,1.0
121,0.5994332195029406,0.2488806678049706,0.23628759384155273,0.23263753950595856,0.06433071941137314,0.00510204081632653,0.0049800796812749,0.964047619047619,0.5556319384034593,0.35739288561873966,0.6181437969207764,0.013786689974794698,1.0
122,0.5993549611079492,0.24868620755074938,0.15702523291110992,0.21555419266223907,0.06730072945356369,0.01020408163265306,0.0049800796812749,0.9914285714285714,0.5247749609449426,0.3738929414086872,0.578512616455555,0.017613220587039596,1.0
123,0.5999976285334852,0.2488166382090685,0.11322512477636337,0.2207222729921341,0.06097807362675667,0.02040816326530612,0.0049800796812749,0.945,0.5341492424008291,0.3387670757042037,0.5566125623881817,0.025266281811529394,1.0
124,0.5999905141339404,0.25,0.10410697013139725,0.20758341252803802,0.07330895215272903,0.02040816326530612,0.0049800796812749,0.9803174603174604,0.5111501425504685,0.40727195640405023,0.5520534850656986,0.025266281811529394,1.0
125,0.5995091064314172,0.24997628533485108,0.16959522664546967,0.20142805576324463,0.06957829743623734,0.015306122448979591,0.0049800796812749,0.9833997343957503,0.5000574573080084,0.3865460968679852,0.5847976133227348,0.02143975119928449,1.0
126,0.5964475431606906,0.24998814266742553,0.17380346357822418,0.19530093669891357,0.06597673892974854,0.03571428571428571,0.0049800796812749,0.9901726427622842,0.48903516452512846,0.366537438498603,0.5869017317891121,0.03674587364826409,1.0
127,0.599471162967179,0.24985296907607665,0.15469658374786377,0.21600423753261566,0.0707172378897667,0.025510204081632654,0.0049800796812749,0.9835325365205844,0.5262267605505504,0.3928735438320372,0.5773482918739319,0.02909281242377429,1.0
128,0.5995897362929236,0.24916524378675772,0.19891862571239471,0.21699298918247223,0.06855273246765137,0.01020408163265306,0.0049800796812749,0.9811111111111112,0.5276282646111667,0.3808485137091743,0.5994593128561974,0.017613220587039596,1.0
129,0.5998766837412256,0.24975573894896605,0.16085198521614075,0.23503172397613525,0.044011250138282776,0.02040816326530612,0.0049800796812749,0.9932270916334661,0.5604227595789748,0.2445069452126821,0.5804259926080704,0.025266281811529394,1.0
